S220001,7,B,69.8,0,2,,,shell,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220148,103,B,69.7,17,43,,,metal,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220149,118,B,25.62,39,297,,,slag,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220150,97,B,25.61,5,145,,,fossil,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220151,96,B,25.61,5,145,,,shell,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220152,,B,41.3,,,C/U,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220153,188,B,24.42,39,212,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220154,201,B,24.42,39,216,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220155,52,B,69.7,16,28,,,tessera,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220156,92,B,69.7,26,45,,,tessera,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220157,205,B,24.42,40,219,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220158,206,B,24.42,40,219,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220159,137,B,25.62,67,298,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220160,62,B,41.3,26,78,,B22-1409,carbonized seed,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220161,129,B,25.62,39,129,,,carbon,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220162,128,B,25.62,65,65,,,charcoal twigs,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220163,111,B,69.7,29,50,,,tabun frags,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220164,138,B,25.62,39,303,,,charcoal,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220165,112,B,69.7,29,50,,,shell,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220166,113,B,69.7,29,50,,B22-1407,seeds,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220167,123,B,25.62,39,123,,,charcoal wood,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220168,126,B,25.62,39,126,,B22-1397,carbon,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220169,105,B,69.7,29,50,,,charcoal,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220170,106,B,69.7,29,50,,,bulk charcoal,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220171,195,B,24.42,61,217,,,rock,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220172,120,B,25.62,39,297,,,shell,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220173,103,B,25.61,5,148,,,newly broken glass,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220174,104,B,25.61,5,148,,,bronze frag,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220175,78,B,42.21,55,157,,,shell,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220176,73,B,41.3,27,81,,,seeds,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220177,124,B,25.62,65,302,,,metal wire,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220178,99,B,42.21,43,166,X,,UD/ Frit?,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220179,114,B,69.7,31,54,,,unfired tabun,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220180,119,B,69.7,29,53,,,glass,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220181,159,B,69.7,29,53,,,bulk charcoal,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220182,115,B,69.7,29,53,,B22-1434,charcoal seeds,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220183,219,B,24.42,76,222,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220184,145,B,25.62,67,305,,,ceramic tech/mend,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220185,144,B,25.62,65,302,,,ceramic tech/mend,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220186,111,B,25.61,19,154,,B22-1502,charcoal,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220187,8,B,39.44,0,0,,B22-0187,ceramic tech weight?,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220188,71,B,41.3,27,81,,,phytolith,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220189,94,B,69.7,7,46,,B22-1268,tabun frags,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220190,66,B,41.3,27,80,,,phytoliths,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220191,,B,25.62,39,293,,,residue on cooking pot/to Betty,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220192,124,B,69.7,34,58,,B22-1564,seed,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220193,153,B,25.62,71,316,,B22-1621,charcoal,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220194,125,B,69.7,34,58,,B22-1565,seed,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220195,116,B,25.61,51,155,,,shell,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220196,77,B,41.3,29,82,,B22-1558,bone for dating,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220197,123,B,25.61,51,157,,,glass,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220198,122,B,25.61,51,157,,B22-1628,charcoal,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220199,129,B,69.7,24,60,,,glass,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220200,131,B,69.7,29,57,,,tabun frags,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220201,157,B,25.61,51,157,,,slag sample,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220202,133,B,69.7,29,57,,,seed,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220203,157,B,25.62,68,309,,,ceramic tech/mend,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220204,159,B,25.62,68,309,,,ceramic tech/mend,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220205,155,B,25.62,68,308,,,ceramic tech/mend,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220206,156,B,25.62,68,308,,,ceramic tech/mend,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220207,158,B,25.62,68,309,,,ceramic tech/mend,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220208,77,B,41.3,29,85,,B22-1558,bone for dating,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220209,78,B,41.3,30,86,,B22-1560,bone for dating,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220210,68,B,25.61,19,130,,,ceramic with carbon/to Betty,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220211,87,B,25.62,58,277,,,ceramic with carbon/to Betty,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220212,130,B,69.7,29,57,,,iron,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220213,127,B,25.61,51,158,,,seed,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220214,238,B,24.42,80,240,,,charcoal,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220215,240,B,24.42,43,233,,,vitrified ceramic,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220216,82,B,41.3,27,87,,,charcoal,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220217,84,B,41.3,30,87,,,bone for dating,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220218,225,B,24.42,77,234,,,charcoal,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220219,164,B,25.61,70,318,,,unfired clay,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220220,175,B,25.62,68,313,,,ceramic tech/mend,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220221,176,B,25.62,71,316,,,ceramic tech/mend,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220222,131,B,25.61,51,159,,,charcoal,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220223,125,B,25.61,51,158,,B22-1661,charcoal,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220224,145,B,69.7,34,58,,,ceramic to Betty,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220225,56,B,41.3,27,77,,B22-1304,soil to Betty   ,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220226,108,B,25.61,19,153,,,soil to Betty   ,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220227,116,B,25.61,53,156,,B22-1558,soil to Betty   ,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220228,62,B,41.3,27,77,,B22-1353,soil to Betty   ,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220229,41,B,41.3,27,77,,,soil to Betty   ,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220230,,B,24.42,66,202,,,soil pithos C to Betty,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220231,93,B,42.21,55,156,,,soil mortar to Betty,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220232,67,B,25.61,43,131,,,soil base to Betty,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220233,,B,25.61,5,116,,,soil rim to Betty,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220234,,B,42.21,39,114,,,soil on pot to Betty,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220235,83,B,41.3,27,87,,B22-1677,phytolith,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220236,160,B,69.7,29,57,,,bulk charcoal,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220237,61,B,69.7,29,61,,,bulk charcoal,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220238,133,B,25.61,51,159,,,glass,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220239,35,B,42.21,46,141,,,stone,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220240,162,B,25.62,70,318,,B22-1676,charcoal,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220241,130,B,25.61,51,159,,,ochre to Betty,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220242,108,B,42.21,59,72,,,frit,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220243,229,B,24.42,0,228,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220244,138,B,25.61,51,161,,,tessera,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220245,136,B,25.61,51,161,,B22-1738,charcoal,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220246,140,B,25.61,56,162,,,glass ingot,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220247,139,B,25.61,51,161,,,shell,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220248,84,B,41.3,27,88,,,phytolith,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220249,112,B,42.21,60,173,,,charcoal,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220250,178,B,25.62,71,326,,,carbon,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220251,148,B,69.7,40,68,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220252,91,B,41.3,27,88,,,carbonized seed,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220253,137,B,25.61,51,161,,,olive pit,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220254,162,B,69.7,38,65,,,bulk charcoal,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220255,141,B,25.61,56,162,,,soil to Betty,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220256,130,B,25.61,51,159,,,ochre to Betty,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220257,88,B,25.61,5,140,,,shell,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220258,77,B,42.21,55,157,,,frit,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220259,181,B,25.62,75,325,,,olive pit,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220260,250,B,24.42,77,235,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220261,109,B,42.21,59,172,,,slag sample,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220262,163,B,69.7,32,69,,,bulk charcoal,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220263,150,B,69.7,39,70,,B22-1895,plaster with charcoal,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220264,152,B,69.7,44,71,,B22-1913,Charcoal,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220265,149,B,69.7,39,70,,,plaster  ,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220266,117,B,42.21,21,62,,,frit,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220267,252,B,24.42,81,249,,B22-1858,charcoal,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220268,86,B,41.3,31,90,,,carbonized seed,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220269,190,B,25.62,75,327,,,charcoal,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220270,189,B,25.62,75,327,,,seashell,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220271,327,B,25.62,75,327,,,date pit,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220272,187,B,25.62,75,187,,,olive pit,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220273,195,B,25.62,66,324,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220274,259,B,24.42,40,250,,,natural,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220275,0,B,0,0,0,,,Kent's fossil,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220276,147,B,25.61,56,163,,,iron,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220277,144,B,25.61,56,163,,,charcoal,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220278,149,B,25.61,56,163,,,shell,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220279,89,B,24.42,35,189,,,shell,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220280,265,B,24.42,68,193,,,charcoal,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220281,171,B,24.42,39,209,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220282,57,B,42.21,53,154,,,charcoal,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220283,196,B,24.42,61,217,,,plaster,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220284,119,B,42.21,61,175,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220285,138,B,25.61,51,161,,,tessera,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220286,190,B,25.62,75,327,,,charcoal,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220287,193,B,25.62,75,327,,,date pit,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220288,102,B,69.7,29,48,,B22-1339,charcoal,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220289,98,B,69.7,29,48,,B22-1335,charcoal,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220290,13,B,69.7,2,10,,B22-0389,glass,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220291,19,B,42.21,41,122,,,tabun frags,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220292,,B,,,,,,NAA Sample,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,
S220293,55,B,42.21,51,152,,B22.1076,Plaster,,,,,,,,,,,,,,,,,,,,,,CNEA,,,,,,,,,,,,,,,,,,